序号,姓名,所属公司,现任基金,累计从业时间,现任基金资产总规模,现任基金最佳回报
18,于冰,博时基金,"博时新起点混合A,博时新起点混合C,博时鑫瑞混合A,博时鑫瑞混合C,博时鑫源混合A,博时鑫源混合C,博时鑫荣稳健混合A,博时鑫荣稳健混合C,博时恒荣一年混合A,博时恒荣一年混合C,博时鑫康混合A,博时鑫康混合C,博时恒兴一年定开混合A,博时恒兴一年定开混合C",182,46.21,2.8
19,尤柏年,鹏华基金,"鹏华全球高收益债(QDII),鹏华全球高收益债美元现汇,鹏华沪深港新兴成长混合,鹏华全球中短债(QDII)美元现汇A,鹏华港美互联股票美元现汇,鹏华全球中短债(QDII)人民币C,鹏华全球中短债(QDII)美元现汇C,鹏华红利优选混合,鹏华港美互联股票人民币,鹏华前海万科REITS,鹏华全球中短债(QDII)人民币A,鹏华香港中小企业指数LOF",3428,68.8,122.91
20,杨成,中银基金,"中银新趋势混合,中银丰利混合A,中银丰利混合C,中银益利混合A,中银益利混合C,中银锦利灵活配置混合A,中银锦利灵活配置混合C,中银顺宁回报6个月持有混合A,中银顺宁回报6个月持有混合C,中银睿丰回报混合A,中银睿丰回报混合C",3564,27.38,68.35
21,杨淳,江信基金,"江信一年定开,江信洪福纯债,江信添福A,江信添福C,江信增利货币A,江信增利货币B",1905,13.68,26.21
22,杨超,天弘基金,"天弘中证500指数增强A,天弘中证500指数增强C,天弘创业板ETF联接基金A,天弘创业板ETF联接基金C,天弘沪深300指数增强A,天弘沪深300指数增强C,天弘中证科技100指数增强A,天弘中证科技100指数增强C,天弘多利一年,天弘国证消费100指数增强A,天弘国证消费100指数增强C,天弘中证光伏产业指数A,天弘中证光伏产业指数C,天弘中证高端装备制造增强A,天弘中证高端装备制造增强C,天弘中证医药指数增强A,天弘中证医药指数增强C,天弘中证科创创业50指数A,天弘中证科创创业50指数C,天弘中证光伏产业ETF,天弘创业板ETF,天弘恒生沪深港创新药精选50ETF",2415,179.48,107.89
23,俞诚,申万菱信基金,"申万菱信中证500指数增强A,申万菱信价值优利混合,申万菱信量化驱动混合,申万菱信中证500指数增强C,申万菱信创业板量化精选股票A,申万菱信创业板量化精选股票C,申万菱信量化小盘股票",2142,16.46,89.02
24,杨超,金信基金,"金信价值精选混合A,金信价值精选混合C,金信核心竞争力混合",156,1.38,25.72
25,余聪,东莞证券,东莞德益6个月持有债,100,,1.98
26,杨超,信达澳银基金,"信达澳银慧管家货币A,信达澳银慧管家货币C,信达澳银慧管家货币E,信达澳银慧理财货币,信达澳银新目标混合,信达澳银安益纯债,信达澳银安盛纯债,信达澳银慧管家货币B,信达澳银慧管家货币D,信达澳银鑫安债券,信达澳银稳定价值债券A,信达澳银信用债债券A,信达澳银稳定价值债券B,信达澳银信用债债券C",721,138.29,66.5
27,应琛,鹏华基金,"鹏华永泰定期开放债券,鹏华尊晟定期开放发起式债券",285,14.32,5.33
28,应超,上海光大证券资产管理,"光大阳光优选一年持有混合A,光大阳光稳健增长混合A,光大阳光智造混合A,光大阳光智造混合B,光大阳光智造混合C,光大阳光优选一年持有混合B,光大阳光优选一年持有混合C,光大阳光稳健增长混合C",388,33.16,8.77
29,叶朝明,鹏华基金,"鹏华增值宝货币,鹏华安盈宝货币,鹏华添利宝货币A,鹏华添利交易型货币A,鹏华弘康灵活配置混合A,鹏华弘康灵活配置混合C,鹏华金元宝货币,鹏华稳利短债A,鹏华浮动净值型发起式货币,鹏华稳利短债C,鹏华添利宝货币B,鹏华稳泰30天滚动持有债券A,鹏华稳泰30天滚动持有债券C,鹏华添利交易型货币B",2785,3334.57,27.69
30,姚晨曦,中海基金,"中海信息产业精选混合,中海能源策略混合,中海消费混合",2372,19.4,126.53
31,尹诚庸,万家基金,"万家瑞丰灵活配置混合A,万家瑞丰灵活配置混合C,万家瑞益灵活配置混合A,万家瑞益灵活配置混合C,万家家瑞债券A,万家家瑞债券C,万家瑞尧灵活配置混合A,万家瑞尧灵活配置混合C,万家瑞舜灵活配置混合A,万家瑞舜灵活配置混合C,万家惠享39个月定开债,万家民瑞祥明6个月持有混合A,万家民瑞祥明6个月持有混合C,万家双利债券,万家年年恒荣定开债A,万家年年恒荣定开债C",2265,166.03,31.31
32,杨冬,广发基金,广发多因子混合,104,41.89,19.58
33,杨栋,富国基金,"富国低碳新经济混合A,富国清洁能源产业混合A,富国积极成长一年定开混合,富国融泰三个月定开混合发起式,富国均衡优选混合,富国成长领航混合,富国清洁能源产业混合C,富国低碳新经济混合C",2249,271.84,260.82
34,闫冬,鹏华基金,"鹏华酒C,鹏华内地低碳联接A,鹏华内地低碳联接C,鹏华中证A股资源产业指数(LOF)C,鹏华中证沪港深科技龙头指数(LOF)C,鹏华中证光伏产业ETF,鹏华中证细分化工产业ETF,鹏华中证车联网主题ETF,鹏华国证有色金属行业ETF,鹏华中证内地低碳经济主题ETF,鹏华中证A股资源产业指数(LOF)A,鹏华中证800地产指数(LOF),鹏华酒A,鹏华中证环保产业指数(LOF),鹏华中证沪港深科技龙头指数(LOF)A",940,105.89,180.19
35,尹德才,国都证券,"国都多策略混合,国都聚成混合",1610,1.05,14.04
36,余东发,人保资产,人保稳进配置三个月持有(FOF),392,1.78,4.73
37,杨定光,广发基金,"广发创新驱动灵活配置混合,广发高股息优享混合A,广发高股息优享混合C",427,11.84,23.59
38,杨德龙,前海开源基金,"前海开源清洁能源混合A,前海开源清洁能源混合C,前海开源深圳特区精选股票A,前海开源深圳特区精选股票C,前海开源优质龙头6个月持有混合A,前海开源优质龙头6个月持有混合C",2861,34.94,18.65
39,袁多武,九泰基金,"九泰聚鑫混合A,九泰聚鑫混合C,九泰久慧混合A,九泰久慧混合C",447,5.67,18.38
40,杨达伟,浦银安盛基金,"浦银安盛环保新能源A,浦银安盛环保新能源C",49,0.88,-6.02
41,严菲,中银基金,"中银美丽中国混合,中银健康生活混合,中银宏观策略混合,中银改革红利灵活配置混合",5125,7.94,140.99
42,袁方,易方达基金,"易方达悦浦一年持有混合A,易方达悦浦一年持有混合C",440,,
43,杨飞,国泰基金,"国泰金龙行业混合,国泰中小盘成长混合(LOF),国泰估值优势混合(LOF)",2550,36.8,246.45
44,袁芳,工银瑞信基金,"工银文体产业股票A,工银科技创新3年封闭混合,工银高质量成长混合A,工银高质量成长混合C,工银圆兴混合,工银文体产业股票C,工银圆丰三年持有期混合",2115,481.96,295.93
45,杨枫,国投瑞银基金,"国投瑞银顺成3个月定开债,国投瑞银融华债券,国投瑞银优化增强债券A/B,国投瑞银优化增强债券C",106,100.45,2.71
46,杨帆,长信基金,"长信稳进资产配置(FOF),长信颐天平衡养老(FOF)A,长信颐天平衡养老(FOF)C,长信稳利一年持有期混合(FOF),长信颐和平衡养老目标三年持有期混合(FOF)",1639,19.36,20.51
47,杨凡,金鹰基金,金鹰周期优选混合,926,0.25,-4.03
48,杨凡,江信基金,"江信同福A,江信同福C",353,0.43,46.55
49,易芳菲,中银基金,"中银机构现金管理货币,中银季季红定开债,中银丰润定期开放债券,中银富享定开债,中银如意宝货币A,中银如意宝货币B,中银弘享债券,中银福建国企债定开债A,中银福建国企债定开债C",1968,281.7,21.5
50,姚飞军,招商基金,"招商增浩一年定期开放混合A,招商增浩一年定期开放混合C,招商丰泰混合(LOF),招商增荣混合(LOF)",1959,17.74,63.2
1,杨富麟,浦银安盛基金,"浦银安盛红利精选混合,浦银安盛消费升级混合A,浦银安盛消费升级混合C",315,1.52,31.64
2,杨凡颖,永赢基金,"永赢欣益纯债一年定开发起式,永赢华嘉信用债,永赢鑫辰混合A,永赢鑫辰混合C",1472,14.11,3.01
3,杨谷,诺安基金,"诺安先锋混合C,诺安先锋混合A",5713,42.37,802.02
4,余广,景顺长城基金,"景顺长城核心优选混合,景顺长城核心中景一年持有混合,景顺长城核心招景混合,景顺长城核心竞争力混合A",4156,210.39,520.21
5,杨刚,金鹰基金,"金鹰技术领先灵活配置混合C,金鹰量化精选股票(LOF),金鹰技术领先灵活配置混合A",739,7.42,8.72
6,杨贵宾,东方基金,"东方多策略灵活配置混合C,东方可转债债券A,东方可转债债券C,东方兴润债券A,东方兴润债券C,东方多策略灵活配置混合A,东方双债添利债券A,东方双债添利债券C",1905,14.53,14.91
7,尤国梁,长城基金,"长城久嘉创新成长混合A,长城久嘉创新成长混合C",721,23.96,90.44
8,袁冠群,华安基金,"华安民享稳健养老目标一年持有混合发起式(FOF),华安慧萃组合精选3个月持有混合(FOF)",28,2.58,0
9,姚航,民生加银基金,"民生加银和鑫定开债,民生加银鑫福混合A,民生加银鑫福混合C,民生加银兴盈债券,民生加银嘉益债券,民生加银鑫通债券,民生加银聚利6个月混合A,民生加银聚利6个月混合C,民生加银汇智3个月定开债,民生加银兴利混合,民生加银汇利混合",2824,58.14,20.77
10,杨衡,长盛基金,"长盛战略新兴产业混合C,长盛盛崇灵活配置混合A,长盛盛崇灵活配置混合C,长盛盛丰灵活配置混合A,长盛盛丰灵活配置混合C,长盛战略新兴产业混合A",2841,6.49,64.07
11,袁航,鹏华基金,"鹏华先进制造股票,鹏华优质企业混合,鹏华品质优选混合A,鹏华品质优选混合C,鹏华鑫远价值一年持有期混合A,鹏华鑫远价值一年持有期混合C,鹏华品质成长混合A,鹏华品质成长混合C,鹏华策略优选灵活配置混合",2536,116.48,230.2
12,杨浩,交银施罗德基金,"交银内核驱动混合,交银定期支付双息平衡混合,交银新生活力灵活配置混合",2252,325.95,178.09
13,于航,永赢基金,"永赢智能领先混合A,永赢智能领先混合C,永赢科技驱动A,永赢科技驱动C,永赢成长领航混合A,永赢成长领航混合C",2264,42.93,106.1
14,余红,嘉实基金,嘉实睿享安久双利18个月持有期债券,1874,3.08,1.9
15,闫晗,建信基金,"建信安心回报债券A,建信安心回报债券C,建信安心回报6个月定开A,建信安心回报6个月定开C,建信睿怡纯债A,建信睿和纯债定开债,建信中债1-3年国开债A,建信中债1-3年国开债C,建信中债5-10国开指数A,建信中债5-10国开指数C,建信中债国开行债A,建信中债国开行债C,建信湖北省地方政府债指数,建信中债1-3年农发行债券指数A,建信中债1-3年农发行债券指数C,建信睿怡纯债C,建信彭博1-5年政金债A,建信彭博1-5年政金债C,建信利率债债券,建信荣元一年定开债",1441,214.16,17.41
16,杨红,东海基金,"东海核心价值,东海科技动力A,东海科技动力C",841,0.33,89.25
17,尹浩,博时基金,"博时创业板ETF联接C,博时5G50ETF联接A,博时5G50ETF联接C,博时上证超大盘ETF联接,博时创业板ETF联接A,博时国证龙头家电ETF,博时湖北新旧动能转换ETF,博时中证5G产业50ETF,博时新能源汽车ETF,博时创业板ETF,博时上证超大盘ETF,博时智能消费ETF,博时中证新能源ETF,博时金融科技ETF,博时中证科创创业50ETF",734,37.89,99.46
18,尹航,万家基金,"万家量化同顺混合A,万家量化同顺混合C,万家互联互通中国优势A,万家互联互通中国优势C,万家互联互通核心资产量化A,万家互联互通核心资产量化C",450,16.94,35.21
19,余欢,长城基金,"长城久鑫灵活配置,长城久润混合",309,1.22,5.16
20,余昊,华夏基金,"华夏战略新兴成指ETF联接A,华夏战略新兴成指ETF联接C,华夏战略新兴成指ETF",210,9.63,12.72
21,杨翰,申万菱信基金,"申万菱信安泰丰利债券A,申万菱信安泰丰利债券C,申万菱信安鑫智选混合A,申万菱信安鑫智选混合C,申万安泰稳利纯债一年定开债,申万菱信合利纯债债券A,申万菱信合利纯债债券C,申万菱信汇元宝债券A,申万菱信汇元宝债券C,申万菱信恒利三个月定期开放债券",521,41.76,69.15
22,于浩成,泓德基金,"泓德泓汇混合,泓德睿泽混合,泓德卓远混合A,泓德卓远混合C",1170,236.86,-0.56
23,尹海峰,国金基金,"国金量化添利,国金惠享一年定开,国金惠丰39个月定开债",975,34.86,11.87
24,姚海明,新华基金,"新华聚利债券A,新华聚利债券C",321,1.42,2.06
25,于海颖,交银施罗德基金,"交银丰晟收益债券A,交银丰晟收益债券C,交银裕泰两年定期开放债券,交银裕坤纯债一年定开,交银鸿福六个月持有混合A,交银鸿福六个月持有混合C,交银鸿光一年混合A,交银鸿光一年混合C,交银鸿信一年持有期混合A,交银鸿信一年持有期混合C,交银鸿泰一年持有期混合A,交银鸿泰一年持有期混合C,交银纯债债券发起A,交银纯债债券发起C",3974,297.44,23.19
26,余海燕,易方达基金,"易方达沪深300非银联接A,易方达沪深300医药联接A,易方达恒生国企ETF联接C,易方达中证海外50ETF联接人民币A,易方达中证海外50ETF联接人民币C,易方达中证海外50ETF联接美元A,易方达中证海外50ETF联接美元C,易方达中证500ETF联接A,易方达中证500ETF联接C,易方达沪深300ETF联接C,易方达上证50ETF联接基金A,易方达上证50ETF联接基金C,易方达沪深300非银联接C,易方达沪深300医药联接C,易方达沪深300ETF联接A,易方达恒生国企ETF联接A,易方达恒生国企ETF联接现汇A,易方达恒生国企ETF联接现钞A,易方达上证50ETF,易方达沪深300发起式ETF,易方达中证500ETF,易方达恒生国企ETF,易方达沪深300医药ETF,易方达沪深300非银ETF,易方达日经225ETF,易方达中概互联50ETF",3619,614.87,176.56
27,尹海影,创金合信基金,"创金合信稳健增利6个月持有期A,创金合信稳健增利6个月持有期C",225,0.98,0.04
28,姚锦,建信基金,"建信优选成长混合A,建信积极配置混合",4306,22.34,352.44
29,杨瑨,汇添富基金,"汇添富全球互联混合,汇添富文体娱乐混合,汇添富优质成长混合A,汇添富优质成长混合C,汇添富数字生活六个月持有混合,汇添富数字未来混合A,汇添富数字未来混合C,汇添富数字经济三年持有混合A,汇添富数字经济三年持有混合C,汇添富核心精选混合(LOF)",1723,641.14,176.71
30,严瑾,汇丰晋信基金,"汇丰晋信慧盈混合,汇丰晋信龙腾混合,汇丰晋信2026周期混合",1139,10.89,57.77
31,应隽,安信基金,"安信恒利增强债券A,安信恒利增强债券C,安信优享纯债债券A,安信宏盈18个月持有混合,安信优享纯债债券C",113,9.28,2.44
32,杨杰,金信基金,"金信民发货币A,金信民发货币B,金信民旺债券A,金信民兴债券A,金信民兴债券C,金信民旺债券C,金信民达纯债A,金信民达纯债C",1316,4.16,237.26
33,杨靖,汇添富基金,"汇添富长添利定开债A,汇添富长添利定开债C,汇添富鑫汇定开债券A,汇添富鑫汇定开债券C,汇添富民安增益定开混合A,汇添富民安增益定开混合C,汇添富丰润中短债,汇添富AAA级信用纯债A,汇添富AAA级信用纯债C,汇添富中债1-3年农发债A,汇添富中债1-3年农发债C,汇添富稳健汇盈一年持有期混合,汇添富盛和66个月定开债,汇添富AAA级信用纯债E",965,556.81,15.56
