,序号,姓名,所属公司,现任基金,累计从业时间,现任基金资产总规模,现任基金最佳回报
2283,34,张丹华,嘉实基金,"嘉实全球互联网股票人民币,嘉实全球互联网股票美元现汇,嘉实全球互联网股票美元现钞,嘉实文体娱乐股票A,嘉实文体娱乐股票C,嘉实前沿科技沪港深股票,嘉实科技创新混合,嘉实前沿创新混合,嘉实创新先锋混合A,嘉实创新先锋混合C,嘉实港股互联网产业核心资产A,嘉实港股互联网产业核心资产C,嘉实创业板两年定期混合",6 ,130.29,127.77
2284,35,邹德立,长城基金,"长城工资宝货币A,长城货币E,长城工资宝货币B,长城收益宝货币A,长城收益宝货币B,长城短债债券A,长城短债债券C,长城工资宝货币C,长城货币A,长城货币B",10 ,998.64,39.28
2285,36,赵鼎龙,天弘基金,"天弘弘利债券,天弘华享三个月定开债,天弘安益债券A,天弘安益债券C,天弘恒享一年定开,天弘同利债券(LOF)E,天弘合益债券A,天弘合益债券C,天弘庆享债券A,天弘庆享债券C,天弘京津冀发起债A,天弘京津冀发起债C,天弘同利债券(LOF)C,天弘精选混合",2 ,73.94,49.2
2286,37,周大鹏,银华基金,"银华中证央企结构调整ETF联接,银华MSCI中国A股联接A,银华MSCI中国A股联接C,银华中证央企结构调整ETF,银华MSCI中国A股ETF",10 ,26.86,60.66
2287,38,周德生,凯石基金,"凯石湛混合A,凯石湛混合C",2 ,1.37,-2.69
2288,39,张东一,广发基金,"广发聚优灵活配置混合A,广发沪港深新机遇股票,广发估值优势混合A,广发消费升级股票,广发品质回报混合A,广发品质回报混合C,广发价值核心混合A,广发价值核心混合C,广发估值优势混合C,广发沪港深价值精选混合A,广发沪港深价值精选混合C",5 ,140.26,155.62
2289,40,张大铮,英大基金,"英大灵活配置混合型发起式A,英大灵活配置混合型发起式B,英大策略优选A,英大策略优选C,英大通盈纯债债券A,英大通盈纯债债券C,英大安惠纯债A,英大安惠纯债C,英大安鑫66个月定期开放债券,英大智享债券A,英大智享债券C,英大通惠多利债券A,英大通惠多利债券C,英大通盈纯债债券E,英大纯债债券A,英大纯债债券C",2 ,243.44,68.82
2290,41,周恩源,平安基金,"平安合意定开债发起式,平安惠泽纯债,平安0-3年政策性金融债A,平安0-3年政策性金融债C,平安合盛定开债,平安增利六个月定开债A,平安增利六个月定开债C,平安增利六个月定开债E,平安合庆定开债,平安增鑫六个月定开债A,平安增鑫六个月定开债C,平安增鑫六个月定开债E",4 ,45.85,6.4
2291,42,赵菲,中融基金,"中融智选红利股票A,中融智选红利股票C,中融央视财经50ETF联接A,中融央视财经50ETF联接C,中融中证500ETF联接A,中融中证500ETF联接C,中融智选对冲3个月定开混合,中融央视财经50ETF,中融国证钢铁行业指数(LOF),中融中证煤炭指数(LOF),中融中证银行指数(LOF),中融中证500ETF",6 ,9.12,72.35
2292,43,张峰,农银汇理基金,"农银行业领先混合,农银汇理国企改革混合,农银汇理策略趋势混合,农银汇理智增一年定开混合,农银策略收益一年持有混合,农银策略精选混合",6 ,183.85,215.98
2293,44,赵枫,睿远基金,"睿远均衡价值三年持有混合A,睿远均衡价值三年持有混合C",7 ,167.69,73.7
2294,45,张峰,富国基金,"富国沪港深业绩驱动混合型A,富国民裕进取沪港深成长A,富国蓝筹精选股票(QDII)人民币,富国蓝筹精选股票(QDII)美元,富国中国中小盘混合(QDII)美元,富国全球健康生活主题混合(QDII)人民币,富国全球健康生活主题混合(QDII)美元,富国沪港深业绩驱动混合型C,富国民裕进取沪港深成长C,富国全球消费精选混合(QDII)人民币A,富国全球消费精选混合(QDII)美元,富国全球消费精选混合(QDII)人民币C,富国全球科技互联网(QDII),富国中国中小盘混合(QDII)人民币",10 ,207.61,280.69
2295,46,周飞,华夏基金,"华夏理财30天债券A,华夏理财30天债券B,华夏现金宝货币A,华夏现金宝货币B,华夏收益宝货币A,华夏收益宝货币B,华夏货币A,华夏货币B,华夏保证金货币A,华夏保证金货币B",5 ,860.42,16.12
2296,47,张帆,华夏基金,"华夏经济转型股票,华夏科技成长股票,华夏创新驱动混合A,华夏创新驱动混合C,华夏新兴成长股票A,华夏新兴成长股票C",5 ,154.48,145.18
2297,48,张锋,东方红资产管理,"东方红鼎元3个月定开混合,东方红启程三年持有混合B,东方红启恒三年持有混合B,东方红启恒三年持有混合A,东方红启程三年持有混合A",1 ,200.24,18.34
2298,49,张放,华宝基金,"华宝MSCI中国A股国际通(LOF)C,华宝MSCI中国A股国际通(LOF)A,华宝中证养老产业ETF,华宝大数据ETF,华宝中证智能制造ETF",1 ,6.78,23.09
2299,50,赵凤飞,长城基金,"长城改革红利混合,长城科创两年定开混合C,长城科创两年定开混合A",4 ,6.51,64.79
2300,1,张富盛,上投摩根基金,"上投摩根转型动力灵活配置混合,上投摩根动力精选混合A,上投摩根动力精选混合C",4 ,19.59,275.26
2301,2,曾刚,广发基金,"广发集裕债券A,广发集裕债券C,广发集嘉债券A,广发集嘉债券C,广发恒鑫一年持有期混合A,广发恒鑫一年持有期混合C,广发集优9个月持有期债券A,广发集优9个月持有期债券C,广发恒益一年持有期混合A,广发恒益一年持有期混合C",13 ,56.03,5.29
2302,3,曾国富,信达澳银基金,"信达澳银健康中国混合,信达澳银周期动力混合,信达澳银医药健康混合,信达澳银新能源精选混合,信达澳银成长精选混合A,信达澳银成长精选混合C,信达澳银中小盘混合,信达澳银产业升级混合,信达澳银消费优选混合",12 ,23.45,253.65
2303,4,赵国进,宝盈基金,宝盈科技30混合,1 ,16.05,35.94
2304,5,占冠良,安信基金,安信禧悦稳健养老一年持有混合(FOF),6 ,0.67,14.6
2305,6,朱国庆,鹏扬基金,"鹏扬中国优质成长混合A,鹏扬中国优质成长混合C",7 ,16.02,1.99
2306,7,章鸽武,招商基金,"招商和悦稳健养老(FOF)A,招商和悦稳健养老(FOF)C,招商和悦均衡养老三年(FOF),招商惠润一年定开混合发起式(MOM)A,招商惠润一年定开混合发起式(MOM)C",2 ,10.39,29.7
2307,8,钟光正,安信基金,"安信新价值混合A,安信新价值混合C,安信恒利增强债券A,安信恒利增强债券C,安信永泰定开债发起式,安信尊享添益债券A,安信聚利增强债券A,安信聚利增强债券C,安信尊享添益债券C,安信聚利增强债券B,安信稳健回报6个月混合A,安信稳健回报6个月混合C,安信招信一年持有混合A,安信招信一年持有混合C",10 ,58.1,31.9
2308,9,赵慧,鑫元基金,"鑫元货币A,鑫元货币B,鑫元鸿利债券,鑫元安鑫宝货币A,鑫元安鑫宝货币B,鑫元汇利债券,鑫元双债增强债券A,鑫元双债增强债券C,鑫元得利债券,鑫元鑫趋势灵活配置混合A,鑫元鑫趋势灵活配置混合C,鑫元广利定开债发起式,鑫元价值精选混合A,鑫元价值精选混合C,鑫元常利定开债,鑫元增利定开债发起式,鑫元行业轮动混合A,鑫元行业轮动混合C,鑫元淳利定期开放债券,鑫元悦利定开债发起式,鑫元富利三个月定期开放债,鑫元中短债A,鑫元中短债C,鑫元安鑫回报混合",6 ,267.7,68.56
2309,10,张慧,华泰柏瑞基金,"华泰柏瑞创新升级混合A,华泰柏瑞创新动力混合,华泰柏瑞研究精选A,华泰柏瑞景气回报A,华泰柏瑞景气回报C,华泰柏瑞景气优选A,华泰柏瑞创新升级混合C,华泰柏瑞研究精选C,华泰柏瑞景气优选C",8 ,60.89,470.28
2310,11,张弘,中信保诚基金,"中信保诚弘远混合,信诚周期轮动混合(LOF)",3 ,45.15,134.44
2311,12,朱红,诺德基金,"诺德消费升级混合,诺德优势产业,诺德灵活配置混合",7 ,4.86,194.7
2312,13,张惠,华富基金,"华富安鑫债券,华富恒利债券A,华富恒利债券C,华富永鑫灵活配置混合A,华富永鑫灵活配置混合C,华富安享债券,华富安福债券,华富益鑫灵活配置混合A,华富益鑫灵活配置混合C,华富弘鑫混合A,华富弘鑫混合C,华富星玉衡混合A,华富星玉衡混合C,华富63个月定期开放债券",7 ,89.35,67.67
2313,14,章晖,南方基金,"南方新优享灵活配置混合A,南方创新经济,南方成安优选混合,南方新优享灵活配置混合C,南方ESG股票A,南方ESG股票C,南方阿尔法混合A,南方阿尔法混合C,南方行业领先混合",6 ,278.37,176.74
2314,15,章恒,万家基金,万家颐和灵活配置混合,3 ,0.6,69.1
2315,16,赵航,华夏基金,"华夏盛世混合,华夏鼎沛债券A,华夏鼎沛债券C",15 ,20.23,104.55
2316,17,周户,中信建投基金,"中信建投稳利混合A,中信建投睿利A,中信建投睿利C,中信建投稳利混合C",5 ,0.7,47.89
2317,18,曾鸿,华泰柏瑞基金,华泰柏瑞量化对冲,4 ,2.12,20.07
2318,19,曾豪,华宝基金,"华宝研究精选混合,华宝竞争优势混合,华宝先进成长混合",4 ,53.37,145.3
2319,20,张恒,平安基金,"平安惠盈纯债A,平安合正定开债,平安惠安债券,平安惠鸿纯债债券,平安季添盈定开债A,平安季添盈定开债C,平安季添盈定开债E,平安惠添纯债债券,平安惠盈纯债C,平安中债1-5年政策性金融债A,平安中债1-5年政策性金融债C,平安季季享3个月持有债券A,平安季季享3个月持有债券C,平安双季增享6个月持有债券A,平安双季增享6个月持有债券C,平安鑫瑞混合A,平安鑫瑞混合C",4 ,128.9,20.42
2320,21,张航,国金基金,"国金鑫意医药消费A,国金鑫意医药消费C,国金国鑫发起C,国金惠诚债券A,国金惠诚债券C,国金鑫悦经济新动能A,国金鑫悦经济新动能C,国金自主创新混合A,国金自主创新混合C,国金核心资产一年持有A,国金核心资产一年持有C,国金ESG持续增长混合A,国金ESG持续增长混合C,国金国鑫发起A",2 ,29.19,64.64
2321,22,张弘,华泰柏瑞基金,"华泰柏瑞生物医药混合A,华泰柏瑞医疗健康A,华泰柏瑞生物医药混合C,华泰柏瑞医疗健康C",2 ,22.08,93.14
2322,23,邹慧,兴业基金,"兴业研究精选混合,兴业能源革新股票A,兴业能源革新股票C",1 ,15.2,49.78
2323,24,朱昊,长信基金,"长信利泰灵活配置混合C,长信利泰灵活配置混合E,长信利泰灵活配置混合A",1 ,14.63,0.89
2324,25,周晖,工银瑞信基金,"工银瑞盈18个月定开债,工银聚宁9个月持有期混合A,工银聚宁9个月持有期混合C",1 ,10.66,2.42
2325,26,张昊,国联安基金,国联安双佳信用债券(LOF),1 ,2.59,2.47
2326,27,周宏成,国投瑞银基金,"国投瑞银稳健养老(FOF)A,国投瑞银稳健养老(FOF)C",0 ,1.87,-0.06
2327,28,周海栋,华商基金,"华商优势行业混合,华商乐享互联灵活配置混合A,华商恒益稳健混合,华商甄选回报混合,华商乐享互联灵活配置混合C,华商新趋势优选灵活配置混合,华商盛世成长混合,华商策略精选混合",7 ,118.77,337.43
2328,29,朱海东,财通基金,"财通中证ESG100指数增强A,财通中证ESG100指数增强C,财通量化价值优选混合,财通量化核心优选混合,财通智选消费股票A,财通智选消费股票C",2 ,6.23,69.23
2329,30,张华恩,鹏华基金,鹏华价值驱动混合,1 ,6.88,24.26
2330,31,朱恒红,南方基金,"南方中证香港科技ETF(QDII),南方中证创新药产业ETF,南方策略优化混合",1 ,10.6,18.48
2331,32,张海静,华夏基金,"华夏稳定双利债券A,华夏恒慧一年定开债券,华夏鼎旺三个月定开债A,华夏鼎旺三个月定开债C,华夏鼎禄三个月定开债券A,华夏鼎禄三个月定开债券C,华夏中债1-3年政金债指数A,华夏中债1-3年政金债指数C,华夏恒泰64个月定开债券,华夏上清所1-3年高等级国企中票A,华夏上清所1-3年高等级国企中票C,华夏稳定双利债券C",3 ,168.46,10.02
2332,33,张海钧,兴银基金,兴银大健康,3 ,0.25,50.81
2333,34,祝鸿玲,东海基金,"东海祥瑞A,东海祥瑞C,东海祥泰三年定开债发起式,东海鑫享66个月定开",6 ,83.22,8.48
2334,35,郑慧莲,汇添富基金,"汇添富年年泰定开混合A,汇添富年年泰定开混合C,汇添富全球消费混合人民币A,汇添富全球消费混合人民币C,汇添富全球消费混合美元现汇,汇添富内需增长股票A,汇添富内需增长股票C,汇添富品牌驱动六个月持有混合,汇添富互联网核心资产六个月持有混合A,汇添富互联网核心资产六个月持有混合C,汇添富价值领先混合",4 ,187.14,157.07
2335,36,庄皓亮,华宝基金,"华宝智慧产业混合,华宝第三产业混合A,华宝中证500增强A,华宝中证500增强C,华宝第三产业混合C",1 ,5.51,15.14
2336,37,张洪磊,华融基金,华融新锐灵活配置混合,0 ,0.22,0
2337,38,章海默,山西证券,"山西证券裕盛一年定开混合,山西中证红利ETF",6 ,0.85,14.38
2338,39,曾皓明,鹏华基金,"鹏华丰饶定开债,鹏华丰源债券,鹏华尊裕一年定开债",2 ,29.91,5.2
2339,40,朱浩然,融通基金,"融通通源短融债券A,融通通瑞债券A/B,融通通瑞债券C,融通通源短融债券B,融通通祺债券,融通通玺债券,融通增辉定开债券发起式,融通增悦债券,融通稳健添盈灵活配置混合A,融通稳健添盈灵活配置混合C,融通稳健添利混合A,融通稳健添利混合C,融通通福债券(LOF)A,融通通福债券(LOF)C",4 ,52.94,26.41
2340,41,张浩然,易方达基金,"易方达优选多资产三个月持有混合(FOF)A,易方达优选多资产三个月持有混合(FOF)C,易方达如意安泰(FOF)A,易方达如意安泰(FOF)C,易方达优势价值一年持有混合(FOF)A,易方达优势价值一年持有混合(FOF)C",1 ,26.39,35.9
2341,42,张弘弢,华夏基金,"华夏沪深300ETF联接A,华夏网购精选混合A,华夏鼎融债券A,华夏鼎融债券C,华夏沪深300ETF联接C,华夏网购精选混合C,华夏中证500指数增强A,华夏中证500指数增强C,华夏科创板50ETF联接A,华夏科创板50ETF联接C,华夏上证50ETF,华夏沪深300ETF,华夏上证科创板50成份ETF",12 ,1220.63,144.54
2342,43,藏海涛,易方达基金,"易方达恒久添利1年定开债A,易方达恒久添利1年定开债C,易方达富华纯债C,易方达富华纯债A,易方达恒茂39个月定开债券,易方达恒智63个月定开债发起式",2 ,175.67,6.63
2343,44,张蕙显,国联安基金,"国联安增鑫纯债A,国联安增鑫纯债C,国联安增盈纯债A,国联安增盈纯债C,国联安增顺纯债A,国联安增顺纯债C,国联安鑫元1个月持有混合A,国联安鑫元1个月持有混合C,国联安双佳信用债券(LOF)",1 ,21.95,4.45
2344,45,周寒颖,景顺长城基金,"景顺长城成长之星股票,景顺长城大中华混合(QDII)美元,景顺长城港股通全球竞争力A,景顺长城港股通全球竞争力C,景顺长城大中华混合(QDII)人民币",5 ,31.26,155.54
2345,46,张瀚宇,招商基金,"招商安益灵活配置混合,招商安弘灵活配置混合",2 ,1.25,48.86
2346,47,张贺章,创金合信基金,"创金合信信用红利债券A,创金合信信用红利债券C,创金合信尊泓债券A,创金合信尊泓债券C",1 ,4.74,6.07
2347,48,左剑,中海基金,"中海积极增利混合,中海环保新能源混合",6 ,18.09,193.2
2348,49,赵建,国投瑞银基金,"国投瑞银金融地产ETF,国投沪深300金融地产联接,国投瑞银中证消费服务指数,国投瑞银白银期货(LOF),国投瑞银深证100指数",8 ,19.15,170.79
2349,50,周晶,银华基金,"银华沪港深增长股票,银华-道琼斯88指数",8 ,27.95,137.75
2350,1,周晶,华宝基金,"华宝标普油气上游股票美元A,华宝标普美国消费美元,华宝香港中小C,华宝香港大盘C,华宝沪港深中国增强(LOF)C,华宝标普油气上游股票人民币C,华宝致远混合(QDII)A,华宝致远混合(QDII)C,华宝标普美国消费人民币C,华宝富时100(QDII)A,华宝富时100(QDII)C,华宝标普油气上游股票人民币A,华宝标普美国消费人民币A,华宝港股通恒生香港35,华宝香港中小(QDII-LOF)A,华宝香港大盘A,华宝沪港深中国增强(LOF)A",8 ,53.78,121.03
